idDrone,idRegion,RegionState,StreetCode1,StreetCode2,StreetCode3,HouseNumber,StreetName,longitude,latitude,currentDate,currentTime,violationType,code,violationDescription,idPhoto,plaque,plateType,VehicleBodyType,VehicleMake,VehicleColor
66,6,NY,0,0,0,"",QUEENS BLVD. (W/B) @,-74.028076,-76.92917,"",09:47:00,1,7,FAILURE TO STOP AT RED LIGHT,GgGO89vwqG,GHL2400,"",SUBN,TOYOT,GY
57,5,NY,0,0,0,"",MCDONALD AVE.(S/B)@V,-74.66808,-76.284966,"",09:52:00,1,7,FAILURE TO STOP AT RED LIGHT,YwsZzZQ0RY,K42224,"","",MACK,WH
1118,1444,MA,0,0,0,"",3RD AVE.(S/B)@E. 135,-54.915474,-95.214035,"",09:52:00,1,7,FAILURE TO STOP AT RED LIGHT,6MZSceqzxO,574GT7,"",4D,VOLKS,""
13,1,NY,0,0,0,"",REMSEN AVE.(N/B)@WIN,-71.421425,-72.299225,"",09:58:00,1,7,FAILURE TO STOP AT RED LIGHT,a3sf5UuP2x,GGV9642,"",4DSD,ME/BE,BK
42,4,NY,0,0,0,"",REMSEN AVE.(N/B)@WIN,-72.294914,-74.67732,"",09:40:00,1,7,FAILURE TO STOP AT RED LIGHT,dhbEwwLKoW,85882JU,"",VAN,FORD,WH
1413,176,PA,0,0,0,"",CONEY ISLAND AVE.(S/,-55.120052,-88.41049,"",09:58:00,1,7,FAILURE TO STOP AT RED LIGHT,NyXR0vu45D,GYP2299,"",SW,TOYOT,""
1828,1428,MA,0,0,0,"",E. FORDHAM RD.(W/B)@,-63.40487,-107.093765,"",09:58:00,1,7,FAILURE TO STOP AT RED LIGHT,J4wuz9XX34,36LX91,"",4H,NISSA,""
43,4,NY,0,0,0,"",QUEENS BLVD. (W/B) @,-73.182396,-75.59238,"",10:15:00,1,7,FAILURE TO STOP AT RED LIGHT,apZofmOGVg,T416240C,"",4DSD,LINCO,BK
41,4,NY,0,0,0,"",QUEENS BLVD.(E/B)@39,-73.589355,-75.89934,"",10:04:00,1,7,FAILURE TO STOP AT RED LIGHT,jlAOqFtZ7s,T625551C,"",4DSD,LINCO,BK
26,2,NY,0,0,0,"",OCEAN PKWY.(N/B)@AVE,-71.1091,-72.7368,"",10:17:00,1,7,FAILURE TO STOP AT RED LIGHT,LS2pAEgDuE,GCM4243,"",SUBN,HONDA,WH
73,7,NY,0,0,0,"",ASTORIA BLVD.(W/B)@S,-76.152985,-78.759,"",10:18:00,1,7,FAILURE TO STOP AT RED LIGHT,9qQQaYjMDO,65522JY,"","",GMC,GY
17,1,NY,0,0,0,"",3RD AVE.(S/B)@E. 135,-71.9941,-73.97705,"",10:28:00,1,7,FAILURE TO STOP AT RED LIGHT,tdySyqthmz,T611922C,"",4DSD,LINCO,TN
27,2,NY,0,0,0,"",OCEAN PKWY.(N/B)@AVE,-70.738205,-73.12099,"",10:29:00,1,7,FAILURE TO STOP AT RED LIGHT,D0KrxkN3S6,T623805C,"",4DSD,CHEVR,WH
1034,484,SC,0,0,0,"",REMSEN AVE.(N/B)@WIN,-56.543396,-98.59671,"",10:31:00,1,7,FAILURE TO STOP AT RED LIGHT,H8ac40EWTO,6274FU,"","",NISSA,BK
1828,825,NJ,0,0,0,"",OCEAN PKWY.(N/B)@AVE,-56.0971,-98.23128,"",10:31:00,1,7,FAILURE TO STOP AT RED LIGHT,knAkHHbVqh,ZZU22V,"",WAGO,SUBAR,BK
42,4,NY,0,0,0,"",E.135TH ST. W/B @ 3R,-72.523155,-74.43237,"",10:30:00,1,7,FAILURE TO STOP AT RED LIGHT,im8XSKx3T9,GEX7304,"",SUBN,CHEVR,WH
2090,407,PA,0,0,0,"",REMSEN AVE.(N/B)@WIN,-67.339745,-120.94508,"",10:34:00,1,7,FAILURE TO STOP AT RED LIGHT,CKhP34bVIf,JJA6425,"",SDN,MERCU,""
57,5,NY,0,0,0,"",REMSEN AVE.(N/B)@WIN,-75.97782,-76.517876,"",10:29:00,1,7,FAILURE TO STOP AT RED LIGHT,ZRHagWMcLR,GDP2710,"",SUBN,BMW,TN
36,3,NY,0,0,0,"",E. FORDHAM RD.(W/B)@,-72.26886,-75.31743,"",10:39:00,1,7,FAILURE TO STOP AT RED LIGHT,HRg5Grigtr,T622664C,"",SUBN,FORD,WH
27,2,NY,0,0,0,"",REMSEN AVE.(N/B)@WIN,-71.40715,-72.10716,"",10:40:00,1,7,FAILURE TO STOP AT RED LIGHT,6ER9ZwGd3w,GFC7986,"","",MITSU,TN
11,1,NY,0,0,0,"",CLASSON AVE.(N/B)@FL,-70.0628,-73.62442,"",10:37:00,1,7,FAILURE TO STOP AT RED LIGHT,AUPwnLeihf,GAR1124,"",SUBN,TOYOT,GY
24,2,NY,0,0,0,"",OCEAN PKWY.(S/B)@SHO,-70.43328,-72.432144,"",10:40:00,1,7,FAILURE TO STOP AT RED LIGHT,bxNwO4V7gn,573114,"","",TOYOT,WH
72,7,NY,0,0,0,"",QUEENS BLVD.(E/B)@39,-77.32769,-79.85765,"",10:42:00,1,7,FAILURE TO STOP AT RED LIGHT,bJZEsQuINN,6N86B,"","",FORD,YW
1958,1446,PA,0,0,0,"",CROPSEY AVE. (W/B)@2,-52.017372,-93.90043,"",10:43:00,1,7,FAILURE TO STOP AT RED LIGHT,xhqnyllKxA,JHK4743,"",SW,ME/BE,""
806,400,NJ,0,0,0,"",QUEENS BLVD. (W/B) @,-61.49596,-76.85363,"",10:49:00,1,7,FAILURE TO STOP AT RED LIGHT,KKJse1QE9n,VYF78U,"",4 DR,TOYOT,GY
41,4,NY,0,0,0,"",BRONX RIVER PKWY OFF,-73.15374,-75.27882,"",10:52:00,1,7,FAILURE TO STOP AT RED LIGHT,LiQZXwkqVw,GCP9888,"",SUBN,FORD,WH
103,742,CT,0,0,0,"",NORTHERN BLVD.(W/B)@,-50.01229,-81.93991,"",14:52:00,1,7,FAILURE TO STOP AT RED LIGHT,ugJ9H856gT,462XWK,"",ST W,NISSA,RED
21,2,NY,0,0,0,"",YORK AVE. (N/B) @ E.,-70.19491,-72.330635,"",14:53:00,1,7,FAILURE TO STOP AT RED LIGHT,hJzdEhlxON,6P23H,"",TAXI,FORD,YW
1791,1125,PA,0,0,0,"",PENNSYLVANIA AVE.(S/,-69.20367,-78.54005,"",14:54:00,1,7,FAILURE TO STOP AT RED LIGHT,BSH2aELgGK,YYV8126,"",TK,FORD,""
717,226,NJ,0,0,0,"",FATHER CAPODANNO BLV,-56.74392,-116.140305,"",14:54:00,1,7,FAILURE TO STOP AT RED LIGHT,FAFgv8UWHo,J18BSW,"",4 DR,FORD,BK
848,1886,PA,0,0,0,"",EASTERN PKWY (W/B)@B,-65.18198,-87.09688,"",14:54:00,1,7,FAILURE TO STOP AT RED LIGHT,BIslU41PIZ,GWJ0890,"",SW,NISSA,""
436,381,NJ,0,0,0,"",RICHMOND RD.(W/B)@ N,-50.884518,-79.6598,"",14:54:00,1,7,FAILURE TO STOP AT RED LIGHT,JQy0CeiQiX,NDM60P,"",WAGO,LEXUS,SL
1455,1924,PA,0,0,0,"",OCEAN PKWY.(N/B)@AVE,-54.817028,-94.15043,"",14:55:00,1,7,FAILURE TO STOP AT RED LIGHT,Q8h9wfDuhL,HRN0819,"",SDN,INFIN,""
13,1,NY,0,0,0,"",W. FORDHAM RD.(W/B)@,-71.922646,-72.238655,"",14:12:00,1,7,FAILURE TO STOP AT RED LIGHT,rd3u06nFlD,T623028C,"",4DSD,TOYOT,GY
622,1463,NJ,0,0,0,"",QUEENS BLVD.(W/B)@JA,-67.341064,-90.246475,"",14:57:00,1,7,FAILURE TO STOP AT RED LIGHT,Bz3JT4sex3,LS6187,"",4 DR,TOYOT,BK
1888,280,NJ,0,0,0,"",BAY PKWY.(S/B)@65TH,-65.465775,-70.455956,"",14:59:00,1,7,FAILURE TO STOP AT RED LIGHT,p2lOW8o4az,MD4366,"",4 DR,HONDA,BN
46,4,NY,0,0,0,"",OCEAN PKWY.(N/B)@AVE,-72.91748,-75.450035,"",14:59:00,1,7,FAILURE TO STOP AT RED LIGHT,zawx5cOX0f,GDU1196,"",4DSD,ME/BE,GY
33,3,NY,0,0,0,"",HMLTN AVE. (N)@CLINT,-73.575356,-75.40247,"",14:59:00,1,7,FAILURE TO STOP AT RED LIGHT,DmTwk6qPQu,GEN9504,"",SUBN,FORD,TN
71,7,NY,0,0,0,"",REMSEN AVE.(N/B)@WIN,-76.36154,-78.51521,"",14:54:00,1,7,FAILURE TO STOP AT RED LIGHT,pggoTj9YwY,GHL2302,"",4DSD,CHEVR,GY
37,3,NY,0,0,0,"",BRONX RIVER PKWY OFF,-73.61178,-74.093704,"",15:00:00,1,7,FAILURE TO STOP AT RED LIGHT,vcQO7jjQhp,GBC1025,"",4DSD,HYUND,WH
276,1267,NJ,0,0,0,"",RICHMOND AVE.(N/B)@L,-52.02736,-100.8106,"",15:01:00,1,7,FAILURE TO STOP AT RED LIGHT,OMu0he5xTA,N91CZP,"",4 DR,MAZDA,RD
1054,1730,NJ,0,0,0,"",HOYT AVE.(S/B)@31ST,-57.832756,-77.17729,"",15:01:00,1,7,FAILURE TO STOP AT RED LIGHT,iTVkNOWH4z,XAFT74,"",VAN,FORD,WT
33,3,NY,0,0,0,"",ATLANTIC AVE. (W/B)@,-72.817635,-74.5242,"",15:03:00,1,7,FAILURE TO STOP AT RED LIGHT,D7lDJstlT2,GDP1311,"",SUBN,DODGE,BK
71,7,NY,0,0,0,"",FATHER CAPODANNO BLV,-76.987816,-79.96337,"",15:06:00,1,7,FAILURE TO STOP AT RED LIGHT,JOw3wafD1v,GCV7228,"",4DSD,CHEVR,GY
1138,1690,NJ,0,0,0,"",MILFORD DRIVE (E/B)@,-52.34737,-124.311676,"",15:11:00,1,7,FAILURE TO STOP AT RED LIGHT,YJjoTepEzx,J18CZL,"",4 DR,NISSA,BLK
52,5,NY,0,0,0,"",ATLANTIC AVE. (W/B)@,-74.262634,-77.351776,"",15:13:00,1,7,FAILURE TO STOP AT RED LIGHT,kQP35DHJBo,GGF4497,"",4DSD,MAZDA,GY
23,2,NY,0,0,0,"",CAPODANNO BLVD.(N/B),-71.68873,-73.29009,"",15:14:00,1,7,FAILURE TO STOP AT RED LIGHT,xnIf1rfwmk,GGW9676,"","",NISSA,GR
34,3,NY,0,0,0,"",WHITE PLAINS RD.(S/B,-73.18998,-74.02859,"",15:15:00,1,7,FAILURE TO STOP AT RED LIGHT,EsqPH5lsxd,GJC1067,"",4DSD,HONDA,BL
57,5,NY,0,0,0,"",NORTHERN BLVD.(E/B)@,-75.98123,-77.712456,"",15:15:00,1,7,FAILURE TO STOP AT RED LIGHT,afW8EKKP1e,GFR4354,"",4DSD,TOYOT,GY
181,1107,NJ,0,0,0,"",OCEAN PKWY.(N/B)@AVE,-57.53957,-81.829735,"",15:17:00,1,7,FAILURE TO STOP AT RED LIGHT,rZXQsfjq8B,WWM66C,"",4 DR,HONDA,SL
1306,692,CT,0,0,0,"",NORTHERN BLVD.(E/B)@,-58.1221,-101.926506,"",15:18:00,1,7,FAILURE TO STOP AT RED LIGHT,My47QErKy5,798YLP,"",ST W,PONTI,RED
1896,747,SC,0,0,0,"",CLOVE RD (N/B)@CHESH,-65.62419,-86.493835,"",15:20:00,1,7,FAILURE TO STOP AT RED LIGHT,V7SHVSvPwL,6174EY,"",SU,ME/BE,""
1950,1910,NJ,0,0,0,"",MCDONALD AVE.(S/B)@V,-57.459038,-83.544044,"",15:21:00,1,7,FAILURE TO STOP AT RED LIGHT,1SB7EyK4Rj,X88BZG,"",4 DR,NISSA,GY
610,275,NJ,0,0,0,"",MCDONALD AVE.(N/B)@V,-68.48067,-75.98863,"",15:22:00,1,7,FAILURE TO STOP AT RED LIGHT,csG24KehO2,WCJ73F,"",4 DR,FORD,WT
1606,1845,VA,0,0,0,"",CLOVE RD (N/B)@CHESH,-59.755775,-122.04065,"",15:20:00,1,7,FAILURE TO STOP AT RED LIGHT,me5XBSDqeu,XBU3743,"",SU,GMC,GRN
47,4,NY,0,0,0,"",REMSEN AVE.(N/B)@WIN,-73.16278,-74.256584,"",15:22:00,1,7,FAILURE TO STOP AT RED LIGHT,r4v9dPqZgS,GHG8737,"",SUBN,NISSA,GY
31,3,NY,0,0,0,"",RICHMOND AVE. (N/B),-73.55098,-75.01048,"",15:23:00,1,7,FAILURE TO STOP AT RED LIGHT,IAIx83lzcs,GEW3820,"","",TOYOT,GY
213,1434,NJ,0,0,0,"",MILFORD DRIVE (E/B)@,-51.792366,-101.00476,"",15:21:00,1,7,FAILURE TO STOP AT RED LIGHT,ICpWkXmygi,Y95CPV,"",4 DR,CADIL,BK
36,3,NY,0,0,0,"",OCEAN PKWY.(N/B)@AVE,-72.23263,-74.96039,"",15:29:00,1,7,FAILURE TO STOP AT RED LIGHT,rd7IT1HdLA,4N65A,"",TAXI,FORD,YW
373,715,CT,0,0,0,"",E. 135TH ST. (W)@ AL,-55.139313,-88.86907,"",15:25:00,1,7,FAILURE TO STOP AT RED LIGHT,iZwfyzMJGI,663ZZG,"",2DHT,TOYOT,BLU
567,813,NJ,0,0,0,"",ARTHUR KILL RD.(W/B),-66.37056,-91.96112,"",15:26:00,1,7,FAILURE TO STOP AT RED LIGHT,TxCKDfCJFU,RJE94N,"",WAGO,NISSA,SL
56,5,NY,0,0,0,"",BOSTON RD.(E)@ PELHA,-75.985565,-77.96497,"",15:31:00,1,7,FAILURE TO STOP AT RED LIGHT,kZlgamu8lR,GAL5829,"",4DSD,MAZDA,GY
2049,157,NJ,0,0,0,"",BRUCKNER BLVD.(E/B)@,-68.368996,-114.025795,"",15:34:00,1,7,FAILURE TO STOP AT RED LIGHT,nirnURm9bl,T49ABN,"",WAGO,JEEP,B
118,385,PA,0,0,0,"",MILFORD DRIVE (E/B)@,-52.22964,-97.44566,"",15:38:00,1,7,FAILURE TO STOP AT RED LIGHT,Lh4riOLobT,ZDJ2835,"",TK,FORD,""
36,3,NY,0,0,0,"",BRONXDALE AVE. (W/B),-73.080124,-75.75367,"",15:40:00,1,7,FAILURE TO STOP AT RED LIGHT,DkvtyoFbN5,34048AS,"",VAN,FORD,WH
237,1704,NJ,0,0,0,"",HMLTN AVE. (N)@CLINT,-60.365288,-114.19672,"",15:40:00,1,7,FAILURE TO STOP AT RED LIGHT,V94RuY1pN9,YSL40R,"",WAGO,NISSA,BL
824,2045,NC,0,0,0,"",WOODHAVEN BLVD.(S/B),-57.92235,-113.33942,"",15:39:00,1,7,FAILURE TO STOP AT RED LIGHT,jetyFk1jzk,WNT4811,"",MP,HONDA,""
12,1,NY,0,0,0,"",CLOVE RD.(N/B)@BARD,-71.4673,-72.515594,"",15:41:00,1,7,FAILURE TO STOP AT RED LIGHT,Xi59hhgffz,GHN2169,"",SUBN,DODGE,BK
42,4,NY,0,0,0,"",CLOVE RD (N/B)@CHESH,-72.52572,-75.891556,"",15:42:00,1,7,FAILURE TO STOP AT RED LIGHT,B5VM94WVRp,GDG3613,"",4DSD,HONDA,BL
1131,184,PA,0,0,0,"",4TH AVE. (S)@ 41ST S,-59.277153,-88.05594,"",15:47:00,1,7,FAILURE TO STOP AT RED LIGHT,1wOQ7HL71C,RC9M50,"",SDN,CHEVR,""
928,1689,VA,0,0,0,"",ASTORIA BLVD.(W/B)@S,-50.206,-115.81683,"",15:47:00,1,7,FAILURE TO STOP AT RED LIGHT,6fhQXkDUkp,WVS5197,"",4H,GMC,BLK
17,1,NY,0,0,0,"",OCEAN PKWY.(S/B)@AVE,-71.34805,-73.04408,"",15:49:00,1,7,FAILURE TO STOP AT RED LIGHT,Q0P0xjhcT8,GEG7672,"",SUBN,FORD,WH
26,2,NY,0,0,0,"",PENNSYLVANIA AVE.(S/,-71.040344,-72.32794,"",15:50:00,1,7,FAILURE TO STOP AT RED LIGHT,Lo4GHZQLLE,GGF2658,"","",LEXUS,BK
911,2094,FL,0,0,0,"",CLASSON AVE.(N/B)@FL,-57.427544,-72.004486,"",15:51:00,1,7,FAILURE TO STOP AT RED LIGHT,sC72MqooVu,624LEL,"",4D,NISSA,GRY
24,2,NY,0,0,0,"",PENNSYLVANIA AVE.(N/,-71.14704,-72.889534,"",15:38:00,1,7,FAILURE TO STOP AT RED LIGHT,vRKZ0ze2IA,GFE9396,"",SUBN,TOYOT,GY
34,3,NY,0,0,0,"",GRAND CONCOURSE(S/B),-72.11053,-75.61514,"",15:52:00,1,7,FAILURE TO STOP AT RED LIGHT,ru6SeLyUYu,GCK3302,"",4DSD,NISSA,GY
271,1435,NJ,0,0,0,"",MCDONALD AVE.(S/B)@V,-60.80006,-83.361465,"",15:48:00,1,7,FAILURE TO STOP AT RED LIGHT,2dIoHLVzIa,XX692G,"",TRK,GMC,WT
308,773,VA,0,0,0,"",222ND ST.(W/B)@PAULD,-60.8243,-118.96747,"",15:56:00,1,7,FAILURE TO STOP AT RED LIGHT,RPRqH6CgW2,XBT9840,"",4D,HONDA,GRY
37,3,NY,0,0,0,"",REMSEN AVE.(N/B)@WIN,-72.90184,-75.44824,"",15:56:00,1,7,FAILURE TO STOP AT RED LIGHT,Iisk9HyPSV,GDL4072,"",2DSD,CHEVR,WH
24,2,NY,0,0,0,"",ARTHUR KILL RD.(W/B),-71.231926,-72.70795,"",15:56:00,1,7,FAILURE TO STOP AT RED LIGHT,HkjGTwHY5D,W6D525,"",SUBN,TOYOT,BL
140,1508,NJ,0,0,0,"",12TH AVE.(N/B)@W. 57,-65.75984,-84.567024,"",15:59:00,1,7,FAILURE TO STOP AT RED LIGHT,vHhGtNhK8u,J87BLA,"",4 DR,HONDA,GY
37,3,NY,0,0,0,"",ATLANTIC AVE. (W/B)@,-73.46098,-74.253685,"",16:01:00,1,7,FAILURE TO STOP AT RED LIGHT,J0RhLxh89I,53618JV,"","",GMC,RD
34,3,NY,0,0,0,"",PENNSYLVANIA AVE.(S/,-72.139885,-74.39985,"",16:04:00,1,7,FAILURE TO STOP AT RED LIGHT,cI3xz5PMVP,T603733C,"","",TOYOT,BK
26,2,NY,0,0,0,"",BAY PKWY.(S/B)@65TH,-71.376274,-72.94692,"",16:05:00,1,7,FAILURE TO STOP AT RED LIGHT,kHYtfy6Hmc,GFC6552,"","",LEXUS,BK
73,7,NY,0,0,0,"",BRONX RIVER PKWY OFF,-76.137764,-78.02577,"",16:06:00,1,7,FAILURE TO STOP AT RED LIGHT,Kg9vCl6LAT,GGB5654,"",SUBN,BMW,BR
64,6,NY,0,0,0,"",PENNSYLVANIA AVE.(S/,-74.069595,-76.076195,"",16:06:00,1,7,FAILURE TO STOP AT RED LIGHT,Lt19DYQa2b,GEJ1528,"",SUBN,FORD,BK
1406,633,VA,0,0,0,"",12TH AVE.(N/B)@W. 57,-54.771706,-99.060234,"",16:07:00,1,7,FAILURE TO STOP AT RED LIGHT,Iq8aKNuloK,ZAINYC,"",PK,FORD,SIL
47,4,NY,0,0,0,"",ATLANTIC AVE.(E/B)@L,-73.21646,-75.27598,"",16:07:00,1,7,FAILURE TO STOP AT RED LIGHT,Rc18ggMSCz,GAL5764,"",4DSD,TOYOT,BK
813,1990,DE,0,0,0,"",5TH AVE.(S/B)@40TH S,-63.73184,-120.3101,"",16:07:00,1,7,FAILURE TO STOP AT RED LIGHT,qnXaXZb4Xd,PC77643,"",XTR,NISSA,""
23,2,NY,0,0,0,"",WOODHAVEN BLVD.(N/B),-70.90707,-72.480156,"",16:08:00,1,7,FAILURE TO STOP AT RED LIGHT,KGpXSurNjS,T635663C,"",SUBN,TOYOT,GY
528,1161,VA,0,0,0,"",QUEENS BLVD.(W/B)@BR,-65.44563,-100.56264,"",16:07:00,1,7,FAILURE TO STOP AT RED LIGHT,u8H6TD9fh8,WXM7351,"",2D,HONDA,BLK
41,4,NY,0,0,0,"",BOSTON RD.(E)@ PELHA,-72.12354,-75.60934,"",16:09:00,1,7,FAILURE TO STOP AT RED LIGHT,lgJWvaSX8a,P550YT,"",SUBN,FORD,BK
47,4,NY,0,0,0,"",WHITE PLAINS RD.(S/B,-72.32572,-74.198944,"",16:12:00,1,7,FAILURE TO STOP AT RED LIGHT,QFE44m0L5l,T606708C,"",4DSD,TOYOT,WH
161,581,CT,0,0,0,"",12TH AVE.(N/B)@W. 57,-62.7769,-121.135925,"",16:15:00,1,7,FAILURE TO STOP AT RED LIGHT,EcKCYjlWi6,525ZRW,"",ST W,JEEP,RED
13,1,NY,0,0,0,"",RICHMOND AVE.(N/B)@V,-71.85867,-72.48833,"",16:14:00,1,7,FAILURE TO STOP AT RED LIGHT,pa8NzJgbJn,T519406C,"",SUBN,FORD,WH
31,3,NY,0,0,0,"",BRUCKNER BLVD.(E/B),-73.723175,-74.9589,"",16:15:00,1,7,FAILURE TO STOP AT RED LIGHT,Ro6TcMefyq,QBALL1,"",4DSD,NISSA,GY
459,690,NJ,0,0,0,"",12TH AVE.(N/B)@W. 57,-50.29024,-73.72541,"",16:17:00,1,7,FAILURE TO STOP AT RED LIGHT,E2zYS9B2jy,M62BMT,"",2 DR,JEEP,BK
934,1113,NJ,0,0,0,"",HYLAN BLVD (N/B)@ARD,-56.562904,-104.66934,"",16:18:00,1,7,FAILURE TO STOP AT RED LIGHT,C2Pm4ZeaXf,S37CAT,"",4 DR,NISSA,BG
73,7,NY,0,0,0,"",E.135TH ST. W/B @ 3R,-76.30998,-79.92286,"",16:21:00,1,7,FAILURE TO STOP AT RED LIGHT,cylzcZwiCh,GAU3348,"",SUBN,JEEP,BK
42,4,NY,0,0,0,"",REMSEN AVE.(N/B)@WIN,-73.31929,-74.03821,"",16:22:00,1,7,FAILURE TO STOP AT RED LIGHT,T6nCcMsXVD,GGF6404,"",4DSD,BMW,BL
641,533,DE,0,0,0,"",12TH AVE.(N/B)@W. 57,-51.78596,-96.12978,"",16:23:00,1,7,FAILURE TO STOP AT RED LIGHT,HUgX4sdIKK,PC457862,"",MUR,NISSA,""
31,3,NY,0,0,0,"",RICHMOND RD.(E/B)@ N,-73.92046,-75.85012,"",16:26:00,1,7,FAILURE TO STOP AT RED LIGHT,ICOOJLymVK,Y313HP,"",4DSD,TOYOT,WH
45,4,NY,0,0,0,"",BAY PKWY.(S/B)@65TH,-73.26811,-75.26595,"",16:27:00,1,7,FAILURE TO STOP AT RED LIGHT,fp9fRG72hr,GCH1166,"","",LEXUS,BK
1127,374,NJ,0,0,0,"",12TH AVE.(N/B)@W. 57,-51.848877,-106.93107,"",16:29:00,1,7,FAILURE TO STOP AT RED LIGHT,5rSOElkIXv,L27CWS,"",4 DR,TOYOT,BK
24,2,NY,0,0,0,"",REMSEN AVE.(N/B)@WIN,-71.92067,-73.05748,"",16:19:00,1,7,FAILURE TO STOP AT RED LIGHT,6e9NYOsMHU,GAH7135,"",SUBN,CHEVR,BK
1482,187,PA,0,0,0,"",GRAND CONCOURSE(S/B),-69.5001,-107.33603,"",16:32:00,1,7,FAILURE TO STOP AT RED LIGHT,TNegz9hEh3,HTS4097,"",SW,HONDA,""
1692,1810,MD,0,0,0,"",OCEAN PKWY.(N/B)@AVE,-53.04293,-84.192215,"",16:35:00,1,7,FAILURE TO STOP AT RED LIGHT,XLOqxsBY5p,MVY059,"",4S,HONDA,""
1761,1305,PA,0,0,0,"",JAMACIA AVE.(E/B)@PE,-67.20086,-116.96993,"",16:35:00,1,7,FAILURE TO STOP AT RED LIGHT,JpUQ53yDzK,JDG5846,"",SDN,AUDI,""
1765,1726,PA,0,0,0,"",PENNSYLVANIA AVE.(N/,-67.58279,-97.36408,"",16:41:00,1,7,FAILURE TO STOP AT RED LIGHT,dyGPtvcGE0,GXL4665,"","",MERCU,GY
71,7,NY,0,0,0,"",RICHMOND AVE.(S/B)@E,-76.593544,-78.49723,"",16:42:00,1,7,FAILURE TO STOP AT RED LIGHT,mfe9LCX5Sl,GGP2547,"",4DSD,NISSA,BK
16,1,NY,0,0,0,"",JAMACIA AVE.(E/B)@PE,-71.531044,-72.57738,"",16:47:00,1,7,FAILURE TO STOP AT RED LIGHT,bxA0YTmTMM,GGH6269,"","",VOLKS,TN
860,1364,VA,0,0,0,"",SO. CONDUIT AVE. (E/,-54.7732,-79.379616,"",16:42:00,1,7,FAILURE TO STOP AT RED LIGHT,sYIX2H73q6,WTU9458,"","",BMW,BL
41,4,NY,0,0,0,"",HMLTN AVE. (N)@CLINT,-73.57451,-75.67035,"",16:43:00,1,7,FAILURE TO STOP AT RED LIGHT,Z8xmezS0oL,T622838C,"",4DSD,TOYOT,WH
77,7,NY,0,0,0,"",ATLANTIC AVE.(E/B)@L,-77.00229,-78.363525,"",16:43:00,1,7,FAILURE TO STOP AT RED LIGHT,dG7FUGv0F5,GGA1408,"",SUBN,FORD,BL
21,2,NY,0,0,0,"",E. 135TH ST. (W)@ AL,-71.55901,-72.74448,"",16:45:00,1,7,FAILURE TO STOP AT RED LIGHT,c8YFv7zMy9,GHJ2068,"",SUBN,TOYOT,GY
1715,819,PA,0,0,0,"",PENNSYLVANIA AVE.(S/,-60.53736,-106.65567,"",16:51:00,1,7,FAILURE TO STOP AT RED LIGHT,UItl1ebbNj,HLM0003,"","",MERCU,BK
54,5,NY,0,0,0,"",VAN WYCK EXP.SVC. RD,-75.77295,-76.83364,"",16:55:00,1,7,FAILURE TO STOP AT RED LIGHT,nMNlqqSrMy,GFG2102,"",SUBN,SUBAR,GR
52,5,NY,0,0,0,"",BOSTON RD.(E)@ PELHA,-74.33108,-77.80563,"",16:55:00,1,7,FAILURE TO STOP AT RED LIGHT,A5HWuJEam3,GDM2474,"",SUBN,FORD,GY
1744,1856,NJ,0,0,0,"",ATLANTIC AVE. (W/B)@,-60.710052,-122.63127,"",16:57:00,1,7,FAILURE TO STOP AT RED LIGHT,KK2spRCAV3,OL6584H,"","",FORD,RD
43,4,NY,0,0,0,"",LINDEN BLVD.(W/B)@PE,-73.85077,-75.6441,"",17:01:00,1,7,FAILURE TO STOP AT RED LIGHT,bMDP1v8rhH,GBR4664,"",SUBN,DODGE,BL
272,1467,CT,0,0,0,"",ATLANTIC AVE.(E/B)@P,-55.35295,-91.38769,"",16:28:00,1,7,FAILURE TO STOP AT RED LIGHT,Aw0n1vKvgg,553ZEX,"",SUBN,VOLVO,BK
37,3,NY,0,0,0,"",GRAND CONCOURSE(S/B),-73.80653,-75.777,"",16:58:00,1,7,FAILURE TO STOP AT RED LIGHT,3WsjOf26fw,GFG6246,"",4DSD,ACURA,GY
74,7,NY,0,0,0,"",GRAND CONCOURSE(S/B),-77.01321,-78.52181,"",17:02:00,1,7,FAILURE TO STOP AT RED LIGHT,qb91mVlXHH,T499107C,"",4DSD,LINCO,MR
67,6,NY,0,0,0,"",ATLANTIC AVE.(W/B)@P,-74.700935,-77.56821,"",17:03:00,1,7,FAILURE TO STOP AT RED LIGHT,OuEIyBVEw3,GHV4385,"",SUBN,JEEP,BL
485,451,PA,0,0,0,"",LINDEN BLVD.(W/B)@PE,-51.96209,-77.26321,"",17:03:00,1,7,FAILURE TO STOP AT RED LIGHT,a684qCLzvf,JHC7711,"",4 DR,MAZDA,BK
77,7,NY,0,0,0,"",E. 135TH ST. (W)@ AL,-77.16241,-79.66204,"",17:07:00,1,7,FAILURE TO STOP AT RED LIGHT,sIK0HvN8Yh,T510121C,"",4DSD,TOYOT,BK
13,1,NY,0,0,0,"",E. 135TH ST. (W)@ AL,-70.4036,-72.20887,"",17:09:00,1,7,FAILURE TO STOP AT RED LIGHT,dqvszgrm0N,GDT5336,"",4DSD,AUDI,BK
54,5,NY,0,0,0,"",GUN HILL ROAD(E/B)@E,-75.36175,-76.67187,"",17:09:00,1,7,FAILURE TO STOP AT RED LIGHT,KzX1h6WFDr,90606MC,"",VAN,CHEVR,WH
